alpha,energy,STD
0,7.4557630837426165,0.00805500905862324
1,7.36677624982882,0.006398737486927535
2,7.320134893959045,0.004271646426495558
3,7.286056556029319,0.002861505732515034
4,7.263102031752583,0.0012400544938016493
5,7.259924056192879,7.943640691720249e-05
6,7.264440162018776,0.001258372417414831
7,7.282795226221085,0.002432662701292296
8,7.306760768171786,0.0037137461698986177
9,7.339710296720026,0.004457235900295451
10,7.384114830424785,0.005548421524721992
