r,counts
0.01,0
0.03,6.10352e-06
0.05,3.8147e-05
0.07,7.47681e-05
0.09,0.000260925
0.11,0.000183105
0.13,0.000221252
0.15,0.000259399
0.17,0.00038147
0.19,0.000421143
0.21,0.000680542
0.23,0.000462341
0.25,0.000828552
0.27,0.000723267
0.29,0.000987244
0.31,0.00112305
0.33,0.000994873
0.35,0.00105591
0.37,0.00128784
0.39,0.00171204
0.41,0.00196228
0.43,0.00163116
0.45,0.00193939
0.47,0.00256195
0.49,0.00290222
0.51,0.00308838
0.53,0.00308685
0.55,0.00348206
0.57,0.00364532
0.59,0.00297699
0.61,0.00376129
0.63,0.00386658
0.65,0.00377808
0.67,0.00378723
0.69,0.00459442
0.71,0.00555573
0.73,0.00496826
0.75,0.00458221
0.77,0.00542145
0.79,0.00632172
0.81,0.00583954
0.83,0.00697327
0.85,0.00691223
0.87,0.00657806
0.89,0.00721588
0.91,0.00757904
0.93,0.00851746
0.95,0.00822144
0.97,0.00939484
0.99,0.00903931
1.01,0.00835266
1.03,0.00970306
1.05,0.00865479
1.07,0.010141
1.09,0.00964966
1.11,0.0104523
1.13,0.0104065
1.15,0.0102493
1.17,0.0107452
1.19,0.010173
1.21,0.0114365
1.23,0.0109634
1.25,0.0104675
1.27,0.0115738
1.29,0.0114471
1.31,0.0130203
1.33,0.0109283
1.35,0.0118576
1.37,0.0118698
1.39,0.0121201
1.41,0.0133926
1.43,0.0122849
1.45,0.0127014
1.47,0.0126877
1.49,0.0121536
1.51,0.0117371
1.53,0.0134949
1.55,0.0135742
1.57,0.0123718
1.59,0.0136719
1.61,0.0137115
1.63,0.0124588
1.65,0.0128174
1.67,0.0117294
1.69,0.0130722
1.71,0.0127808
1.73,0.0124664
1.75,0.0117615
1.77,0.0121933
1.79,0.0118652
1.81,0.0129303
1.83,0.0118393
1.85,0.011937
1.87,0.0115234
1.89,0.0116394
1.91,0.011322
1.93,0.0115799
1.95,0.0113602
1.97,0.0109772
1.99,0.0100601
2.01,0.00965576
2.03,0.0101852
2.05,0.008992
2.07,0.0092865
2.09,0.00797424
2.11,0.0099472
2.13,0.00776825
2.15,0.0070343
2.17,0.00796661
2.19,0.00660858
2.21,0.00736694
2.23,0.00701141
2.25,0.00660706
2.27,0.00705414
2.29,0.00679321
2.31,0.00604706
2.33,0.00554352
2.35,0.00552216
2.37,0.00502319
2.39,0.00528259
2.41,0.00546875
2.43,0.00590057
2.45,0.00502625
2.47,0.00433655
2.49,0.00422821
2.51,0.00489197
2.53,0.00425873
2.55,0.00414734
2.57,0.00440369
2.59,0.0036087
2.61,0.00360413
2.63,0.00345612
2.65,0.00317688
2.67,0.00328674
2.69,0.00290375
2.71,0.00300903
2.73,0.00247955
2.75,0.003125
2.77,0.00248108
2.79,0.00244141
2.81,0.00220184
2.83,0.00224152
2.85,0.00166779
2.87,0.00193176
2.89,0.00146484
2.91,0.0016037
2.93,0.00156708
2.95,0.00133514
2.97,0.00111389
2.99,0.00127106
3.01,0.00134125
3.03,0.00119171
3.05,0.0012146
3.07,0.000842285
3.09,0.00111389
3.11,0.000996399
3.13,0.000712585
3.15,0.000688171
3.17,0.000471497
3.19,0.000605774
3.21,0.000508118
3.23,0.000416565
3.25,0.000527954
3.27,0.000624084
3.29,0.000242615
3.31,0.000498962
3.33,0.000328064
3.35,0.000386047
3.37,0.00022583
3.39,0.000270081
3.41,0.00025177
3.43,0.000202942
3.45,0.000195313
3.47,0.000141907
3.49,0.000184631
3.51,0.00012207
3.53,0.000158691
3.55,0.000146484
3.57,0.000138855
3.59,9.46045e-05
3.61,4.73022e-05
3.63,0.000105286
3.65,1.52588e-05
3.67,9.15527e-06
3.69,9.91821e-05
3.71,6.10352e-05
3.73,9.61304e-05
3.75,3.05176e-06
3.77,1.52588e-05
3.79,8.23975e-05
3.81,2.44141e-05
3.83,3.05176e-06
3.85,3.66211e-05
3.87,0
3.89,6.10352e-06
3.91,2.28882e-05
3.93,0
3.95,3.05176e-06
3.97,0
3.99,0
